angle_mag_quantile_050,angle_max,angle_mean,angle_quantile_010,angle_quantile_025,angle_quantile_070,frame,magnitude_max,magnitude_mean,magnitude_quantile_010,magnitude_quantile_025,magnitude_quantile_050,magnitude_quantile_070,model
1.6917901039123535,6.2831854820251465,2.036463499069214,1.2562158584594725,1.560748666524887,2.0294777154922485,18,40.90562057495117,9.034972190856934,0.0003420312015805397,0.3185352012515068,8.82703685760498,15.484469890594482,opencv_speed
1.6911099553108215,6.2831854820251465,2.0435709953308105,1.2759128332138063,1.5617190599441528,2.0222766399383545,19,44.0677604675293,8.459821701049805,8.587039919802924e-05,0.2660207897424698,7.849977970123291,14.67242169380188,opencv_speed
1.6917734146118164,6.2831854820251465,2.0872507095336914,1.3034058809280396,1.5657220780849457,2.0453577637672424,20,47.05448913574219,8.258989334106445,3.636088658822706e-05,0.24789215251803398,7.06596302986145,14.271364688873291,opencv_speed
1.6837729215621948,6.283179759979248,2.0484821796417236,1.1249316334724426,1.510251134634018,2.0710367560386658,21,47.29872512817383,8.39931869506836,0.00015870202914811674,0.3245328292250633,7.558007717132568,13.788916110992432,opencv_speed
1.6450568437576294,6.2831854820251465,1.995576024055481,1.1075817227363587,1.4898410439491272,1.9635285139083862,22,43.9953727722168,8.44600772857666,4.2754168316605626e-05,0.2982075363397598,8.032415390014648,13.977248907089233,opencv_speed
1.647078514099121,6.2831854820251465,2.0552175045013428,1.2552018880844116,1.5047975480556488,2.054507315158844,23,42.958778381347656,8.591191291809082,2.7170265821041684e-05,0.47369618713855743,7.399032115936279,14.3758065700531,opencv_speed
1.5895156264305115,6.2831854820251465,1.9152568578720093,1.0204165697097778,1.4416423738002777,1.951459676027298,24,49.864837646484375,9.25858211517334,4.3576209645834815e-05,0.9028961658477783,8.23349666595459,14.84767770767212,opencv_speed
1.6424422860145569,6.2831854820251465,1.9923888444900513,1.08564532995224,1.4313324093818665,2.0029552578926086,25,47.01337432861328,9.605838775634766,4.29884130426217e-05,0.7925507575273514,8.692721366882324,15.327150583267212,opencv_speed
1.6257195472717285,6.283116340637207,1.9575570821762085,1.1957420110702515,1.4790543615818024,1.9168883860111237,26,38.595619201660156,9.076201438903809,5.833068462379743e-05,0.5358002334833145,8.450051307678223,14.954803705215454,opencv_speed
1.5970390439033508,6.283116340637207,1.9655706882476807,1.2170505046844482,1.467466562986374,1.8653311133384705,27,36.66384506225586,9.3053560256958,4.692343063652517e-05,0.6393051147460938,9.251821041107178,15.460724353790283,opencv_speed
1.5722816586494446,6.2831854820251465,1.9490673542022705,1.1585093021392823,1.4326726794242859,1.8234825134277344,28,35.686134338378906,9.038834571838379,2.2187737158674335e-05,0.4972308650612831,8.847950458526611,15.225513458251953,opencv_speed
1.5517971515655518,6.2831854820251465,1.8529783487319946,1.1437428712844848,1.4014687240123749,1.8033905327320099,29,39.70135498046875,9.13748836517334,4.5392135871225066e-05,0.5049826055765152,9.230000972747803,15.344148874282837,opencv_speed
1.552966594696045,6.2831854820251465,1.9575800895690918,1.1104722142219543,1.3900500237941742,1.8958191573619843,30,36.82205581665039,9.010652542114258,0.001749430573545397,0.6632191985845566,9.161520004272461,14.765207290649414,opencv_speed
1.5458236932754517,6.2831854820251465,1.9613957405090332,1.1156601190567015,1.4042208790779114,1.9735662043094635,31,43.31492614746094,9.135575294494629,0.0011623134952969852,0.6536734402179718,9.246986865997314,14.990153312683105,opencv_speed
1.5973219275474548,6.2831854820251465,2.0300986766815186,1.1705581307411195,1.4471805095672607,2.0648847818374634,32,38.335994720458984,8.223952293395996,0.0007542897365055982,0.543928250670433,7.894376993179321,13.2784743309021,opencv_speed
1.6181746125221252,6.2831854820251465,2.117300033569336,1.2166845202445984,1.4767464697360992,2.138572633266449,33,47.15201187133789,8.777267456054688,0.0019640626851469283,0.5810174196958542,8.519140720367432,14.276628017425537,opencv_speed
1.5846593379974365,6.2831854820251465,1.9784016609191895,0.9633239328861236,1.4117016196250916,1.9212715327739716,34,46.79304504394531,8.107346534729004,0.0005326015292666864,0.33912213146686554,8.312981128692627,13.074909925460815,opencv_speed
1.576837182044983,6.2831854820251465,2.0249955654144287,1.1434063911437988,1.4619191586971283,1.856911063194275,35,34.839176177978516,8.589978218078613,7.681097049498942e-05,0.2657485082745552,9.615436553955078,13.75301218032837,opencv_speed
1.5752496123313904,6.2831854820251465,1.9770244359970093,1.264824593067169,1.471642941236496,1.8696848154067993,36,35.0020866394043,8.32360553741455,0.0001847441424615683,0.24678349494934082,9.397531986236572,13.534741640090942,opencv_speed
1.6242008805274963,6.2831854820251465,2.0204358100891113,1.182485067844391,1.4635537564754486,1.9529421925544739,37,41.324771881103516,8.465239524841309,0.0004483764030737803,0.24655848741531372,9.179371356964111,13.64712119102478,opencv_speed
1.7007597088813782,6.2831854820251465,2.025448799133301,1.3373579263687134,1.5075379014015198,2.0160515904426575,38,39.64016342163086,8.341567993164062,0.0005431125522591175,0.2655117139220238,9.143841743469238,13.43292760848999,opencv_speed
1.72775399684906,6.2831854820251465,2.039454698562622,1.307681465148926,1.5304497182369232,2.099011540412903,39,44.2130126953125,8.425825119018555,0.0004770817002281554,0.29439107328653336,9.069177150726318,13.70897889137268,opencv_speed
1.771741509437561,6.2831854820251465,2.0935959815979004,1.3616637229919433,1.559495210647583,2.126116931438446,40,37.31193542480469,8.527517318725586,5.228070003795451e-05,0.25767121464014053,9.222892761230469,13.69435739517212,opencv_speed
1.8174505233764648,6.2831854820251465,2.170238971710205,1.4000786900520326,1.5562874674797058,2.154999256134033,41,38.921836853027344,8.427143096923828,0.00019050088594667645,0.2468770146369934,9.177127361297607,13.599436044692993,opencv_speed
1.7925306558609009,6.2831854820251465,2.0460495948791504,1.380738091468811,1.554639220237732,2.0766438245773315,42,34.19918441772461,8.866002082824707,0.0002411647510598415,0.5850758254528046,9.554777145385742,14.291374206542969,opencv_speed
1.7887498140335083,6.2831854820251465,2.08870792388916,1.3409929513931274,1.5694899559020996,2.106707274913788,43,38.136207580566406,9.26604175567627,7.048210172797552e-05,0.9217463731765747,9.810879707336426,14.746235132217407,opencv_speed
1.7981789112091064,6.2831854820251465,2.0995402336120605,1.4309955477714538,1.6077702939510345,2.168660521507263,44,37.42133712768555,9.895596504211426,7.193263227236461e-05,1.3497745990753174,10.540789127349854,15.830769300460815,opencv_speed
1.8227434158325195,6.2831854820251465,2.1138973236083984,1.411133313179016,1.6481936275959015,2.203066349029541,45,39.7069206237793,10.220816612243652,0.0001095290164812468,1.2176941931247711,10.259253025054932,16.05461597442627,opencv_speed
1.8451696038246155,6.2831854820251465,2.086089849472046,1.3928549528121947,1.6576637625694275,2.166202962398529,46,47.734825134277344,10.877281188964844,6.204872915986935e-05,1.9761829376220703,11.415220260620117,16.360567569732666,opencv_speed
1.897920310497284,6.2831854820251465,2.16202449798584,1.4105694651603697,1.6978761553764343,2.1724387407302856,47,43.30958938598633,10.832154273986816,6.094548843975655e-05,1.9800563752651215,11.563206195831299,16.35410785675049,opencv_speed
1.9499399662017822,6.2831854820251465,2.1046366691589355,1.4223553895950318,1.6822858452796936,2.1087934374809265,48,43.322120666503906,10.814654350280762,5.5791004706406985e-05,1.7513522803783417,12.089855670928955,16.110284328460693,opencv_speed
1.9466627836227417,6.2831854820251465,2.2053298950195312,1.5084284663200378,1.7398554384708405,2.1291504502296448,49,37.167396545410156,9.998385429382324,7.102904128259983e-05,1.5153945684432983,11.201343536376953,15.473068952560425,opencv_speed
1.9522015452384949,6.2831854820251465,2.2379517555236816,1.46283278465271,1.7169442176818848,2.1994460225105286,50,39.60123062133789,9.985466957092285,0.0003299185977084569,1.865596890449524,11.164637565612793,15.280733346939087,opencv_speed
1.850482702255249,6.2831854820251465,2.0802836418151855,1.4405715584754946,1.647140920162201,2.0352823138237,51,39.533721923828125,10.772429466247559,0.00014752616989426316,1.7223897874355316,12.327234268188477,16.39607286453247,opencv_speed
1.8242377638816833,6.2831854820251465,2.0527777671813965,1.4732478499412536,1.680550992488861,2.027109146118164,52,36.338966369628906,11.028709411621094,0.00016619008529232825,1.8514909148216248,12.243180751800537,17.05323886871338,opencv_speed
1.8157687187194824,6.2831854820251465,2.068631887435913,1.4754480838775637,1.6284619569778442,2.0428598523139954,53,46.215518951416016,11.47762393951416,0.00024578678712714467,1.801997572183609,12.424669742584229,18.449861526489258,opencv_speed
1.8265194296836853,6.2831854820251465,2.1220669746398926,1.4449472308158875,1.5985448956489563,2.0757912397384644,54,39.57013702392578,11.477825164794922,0.00013453500578179957,1.5136180818080902,12.699326992034912,18.502495765686035,opencv_speed
1.7855207324028015,6.2831854820251465,2.0578725337982178,1.4283860325813293,1.5768025815486908,2.096385896205902,55,43.927181243896484,11.82383918762207,4.4712258386425715e-05,1.0784359574317932,12.531761169433594,19.757774353027344,opencv_speed
1.7193864583969116,6.2831854820251465,2.0363476276397705,1.36432386636734,1.5598462522029877,2.073925733566284,56,43.111549377441406,10.998224258422852,3.6877308593830136e-05,0.7053806483745575,11.426092624664307,18.110690593719482,opencv_speed
1.7038254141807556,6.2831854820251465,2.044086456298828,1.2777401447296142,1.5327312648296356,2.1230244636535645,57,45.94453048706055,11.361291885375977,6.929221999598668e-05,0.5645407885313034,10.98223066329956,18.81822443008423,opencv_speed
1.7687811255455017,6.2831854820251465,2.103931188583374,1.197548770904541,1.5758529007434845,2.2215834856033325,58,53.75033187866211,11.13735580444336,0.00049351267516613,0.5728049278259277,10.532648086547852,17.62025022506714,opencv_speed
1.8135711550712585,6.2831854820251465,2.1684134006500244,1.354307472705841,1.6082298457622528,2.2132418751716614,59,47.71002197265625,11.610140800476074,0.00032822221983224207,0.6850520521402359,11.093218803405762,18.996082305908203,opencv_speed
1.744219422340393,6.2831854820251465,2.0252676010131836,1.3082943320274352,1.5825541317462921,2.043193995952606,60,46.002471923828125,11.957253456115723,0.0006016412342432888,0.8445115387439728,11.726183891296387,19.785207748413086,opencv_speed
1.7867103219032288,6.2831854820251465,2.1956851482391357,1.3902016162872315,1.6544625461101532,2.183982729911804,61,40.74875259399414,10.926187515258789,0.000467316230060533,0.6662700772285461,10.257247924804688,18.876542568206787,opencv_speed
1.7855716943740845,6.2831854820251465,2.126303195953369,1.305880033969879,1.6431813538074493,2.033732295036316,62,40.45663070678711,11.240107536315918,0.00021864612499484823,0.4351632222533226,10.321918964385986,20.084503173828125,opencv_speed
1.811364769935608,6.2831854820251465,2.1139309406280518,1.3111639022827148,1.6578257083892822,2.0084766149520874,63,42.76451873779297,11.249189376831055,9.477250714553528e-05,0.49733966588974,10.64646577835083,19.14192247390747,opencv_speed
1.805580496788025,6.2831854820251465,2.0478808879852295,1.2592666745185852,1.6168820559978485,1.985388457775116,64,51.254024505615234,11.197286605834961,7.412499107886115e-05,0.5048265308141708,10.283407211303711,18.391972064971924,opencv_speed
1.7963922619819641,6.2831854820251465,2.104393482208252,1.138007855415344,1.5736095309257507,2.0719016194343567,65,53.81965255737305,10.719245910644531,0.00034294168872293115,0.6826996803283691,9.362695693969727,17.479233264923096,opencv_speed
3.9774672985076904,6.2831854820251465,3.51434588432312,0.8758361577987671,1.8663533329963684,5.068260908126831,66,44.27705764770508,9.26927661895752,1.768398269632599e-05,1.9030400514602661,7.936158180236816,14.470607995986938,opencv_speed
1.9047430753707886,6.28313684463501,2.4002833366394043,1.3411306738853455,1.677371084690094,2.8481544256210327,67,40.651065826416016,11.578316688537598,0.012744612898677591,2.885257124900818,11.723177433013916,18.07528829574585,opencv_speed
1.901940107345581,6.283151149749756,2.202268600463867,1.5504114151000976,1.7574838697910309,2.2689329981803894,68,56.21065139770508,10.54102897644043,0.0007855120522435755,2.072898209095001,10.200331687927246,15.682007551193237,opencv_speed
1.9125179052352905,6.28318452835083,2.1976304054260254,1.4175387144088747,1.7165307998657227,2.2184345722198486,69,38.44913101196289,10.377020835876465,0.000727671390632168,2.067127048969269,9.791271209716797,15.94028091430664,opencv_speed
1.8288570046424866,6.283179759979248,2.036830425262451,1.3567416429519652,1.6545305848121643,2.055917978286743,70,41.82394027709961,11.18556022644043,0.0006401003687642516,3.252807915210724,10.999638557434082,16.84796142578125,opencv_speed
1.8190746307373047,6.2831830978393555,2.1171178817749023,1.583710539340973,1.7073607742786407,2.0382927656173706,71,38.35322570800781,10.970146179199219,0.0010876340791583063,2.683221399784088,10.95310354232788,16.620797157287598,opencv_speed
1.8387788534164429,6.2831854820251465,2.1697537899017334,1.627398943901062,1.736122339963913,2.1176881194114685,72,39.21477508544922,10.976597785949707,0.00505860522389412,3.1791287660598755,11.304152488708496,16.253746509552002,opencv_speed
1.8551900386810303,6.2831645011901855,2.219310998916626,1.5958833217620851,1.7530103623867035,2.1156736612319946,73,35.50270080566406,11.034069061279297,0.004799633845686912,2.9412120580673218,12.210207462310791,16.38056707382202,opencv_speed
1.8610161542892456,6.283168315887451,2.185481309890747,1.576544141769409,1.7356800734996796,2.1405768394470215,74,32.36061096191406,10.508528709411621,0.004431916680186988,1.9882338345050812,12.13938283920288,15.761141061782837,opencv_speed
1.8073641061782837,6.283125400543213,2.114051580429077,1.4993491888046264,1.6669451892375946,2.0590646266937256,75,37.21232986450195,10.305502891540527,0.0060241424012929205,1.9740521907806396,11.660877704620361,15.44216513633728,opencv_speed
1.779653549194336,6.2831854820251465,2.08748459815979,1.4176164150238035,1.652202993631363,2.0293188095092773,76,40.768798828125,10.130514144897461,0.0023709396598860628,2.0180971026420593,11.06982135772705,15.698598146438599,opencv_speed
1.7630399465560913,6.2831854820251465,2.1198534965515137,1.4504225254058838,1.6536495685577393,2.004883289337158,77,31.736125946044922,9.964362144470215,0.0026653139851987376,2.382770538330078,10.859260559082031,15.537962913513184,opencv_speed
1.7564424872398376,6.283176422119141,2.2165451049804688,1.5411300659179688,1.6506804823875427,2.128750801086426,78,38.674339294433594,9.775425910949707,0.0012044213246554143,2.3549158573150635,10.303628921508789,14.831256866455078,opencv_speed
1.7095291018486023,6.2831854820251465,2.0751264095306396,1.5132307767868043,1.6064176559448242,2.0206592679023743,79,32.55339050292969,9.890475273132324,0.003707808698527517,2.6063629388809204,10.147479057312012,15.193425416946411,opencv_speed
1.711727261543274,6.2831854820251465,2.022091865539551,1.4877458810806274,1.5865652859210968,2.008787214756012,80,34.19856262207031,9.907642364501953,0.00019977189513156195,2.6198390126228333,10.87229871749878,14.678918361663818,opencv_speed
1.718692123889923,6.2831854820251465,2.082489252090454,1.412488806247711,1.5700871050357819,2.112474739551544,81,34.13092803955078,9.762423515319824,0.0003993112273747107,2.6875938177108765,10.521211624145508,14.334296703338623,opencv_speed
1.736430048942566,6.2831854820251465,2.1453731060028076,1.4525865197181702,1.5898253619670868,2.1867066621780396,82,35.86868667602539,9.672774314880371,0.0007814723416231573,2.2670382261276245,10.891597747802734,13.958892345428467,opencv_speed
1.7238543629646301,6.2831854820251465,2.087038516998291,1.4186798691749571,1.5911881923675537,2.1433080434799194,83,37.65044403076172,9.841093063354492,3.2424002711195505e-05,1.8198318779468536,11.130579948425293,14.572933435440063,opencv_speed
1.7601746320724487,6.2831854820251465,2.140192747116089,1.4619012117385863,1.622453659772873,2.188820719718933,84,36.87765121459961,9.366989135742188,5.2891410450684067e-05,1.5757058262825012,10.351509094238281,13.881845474243164,opencv_speed
1.7836831212043762,6.2831854820251465,2.11578631401062,1.3857491493225098,1.610773652791977,2.206343948841095,85,31.196428298950195,9.204728126525879,0.00035282429889775817,1.090534657239914,10.922922134399414,13.82978105545044,opencv_speed
1.8055083751678467,6.2831854820251465,2.1146602630615234,1.3356496572494507,1.6194582283496857,2.1986708641052246,86,42.138179779052734,9.287494659423828,0.000368717301171273,1.269807755947113,10.656033039093018,13.884527444839478,opencv_speed
1.8602482080459595,6.28314208984375,2.1765201091766357,1.41504887342453,1.6377844512462616,2.2355875968933105,87,36.135746002197266,9.577414512634277,0.0003430069860769436,1.3458303809165955,10.970782279968262,14.172299861907959,opencv_speed
1.8787071704864502,6.283167839050293,2.158590316772461,1.4030144214630127,1.6731184720993042,2.1719398498535156,88,35.85280227661133,9.816193580627441,0.0011005432810634375,1.4807352125644684,10.793392658233643,14.588427543640137,opencv_speed
1.9277571439743042,6.2831854820251465,2.174329996109009,1.4421345949172975,1.7301496267318726,2.1465014815330505,89,36.07892608642578,10.40906047821045,0.0008485355821903795,2.380475640296936,11.37178373336792,15.431107521057129,opencv_speed
1.9826142191886902,6.2831854820251465,2.2087390422821045,1.5160212993621827,1.7647893130779266,2.165452301502228,90,42.02443313598633,10.562865257263184,0.0001972993108211086,3.877089262008667,10.753410339355469,15.596785306930542,opencv_speed
1.9731234312057495,6.2831854820251465,2.1584577560424805,1.5298766493797302,1.723279058933258,2.1260915994644165,91,36.68423843383789,11.175614356994629,0.00026434215833433,4.008520126342773,11.407052516937256,16.447864532470703,opencv_speed
2.0233359336853027,6.283144474029541,2.2526655197143555,1.6017975926399233,1.7888258397579193,2.181650996208191,92,38.49880599975586,10.443743705749512,4.368514382804279e-05,3.059027373790741,11.377493858337402,15.523645162582397,opencv_speed
2.018876075744629,6.2831854820251465,2.1921377182006836,1.605622935295105,1.8006953001022339,2.2063599228858948,93,41.63801193237305,11.411263465881348,3.225730761187153e-05,5.013907432556152,12.001101016998291,16.530161380767822,opencv_speed
2.0178020000457764,6.2831854820251465,2.2507495880126953,1.5820434093475342,1.8394335508346558,2.2485711574554443,94,37.50295639038086,11.267663955688477,0.00025775679678190515,4.105940937995911,11.997622966766357,16.92544460296631,opencv_speed
2.008831739425659,6.28318452835083,2.2347450256347656,1.653459334373474,1.8438473343849182,2.210271179676056,95,35.07059097290039,10.675749778747559,9.692350868135716e-05,2.757580280303955,12.004992008209229,16.006812572479248,opencv_speed
2.0058236122131348,6.2831854820251465,2.2038302421569824,1.5809621214866638,1.8138711154460907,2.2293949127197266,96,39.59431838989258,10.722891807556152,5.920395378780089e-05,3.3551113605499268,12.14916706085205,16.07302761077881,opencv_speed
1.996271789073944,6.2831854820251465,2.284555196762085,1.6527234554290773,1.8533687591552734,2.2986080050468445,97,37.392032623291016,10.755481719970703,4.213947613607166e-05,2.415401041507721,12.388518810272217,16.169102668762207,opencv_speed
1.9909488558769226,6.28318452835083,2.2820029258728027,1.6342071413993835,1.862169235944748,2.3112295866012573,98,32.980995178222656,10.676210403442383,5.7943355932366104e-05,2.585106074810028,11.615444660186768,15.809409141540527,opencv_speed
2.0363742113113403,6.283182621002197,2.3254072666168213,1.6857099175453185,1.8714894652366638,2.379978060722351,99,37.96396255493164,11.012969970703125,0.004476471431553367,3.1795507073402405,12.099419593811035,16.284241676330566,opencv_speed
2.0788280963897705,6.28318452835083,2.3963801860809326,1.7288963317871093,1.9147304594516754,2.4701679348945618,100,36.119632720947266,11.068122863769531,0.0036008280701935293,3.4416287541389465,12.35007619857788,16.068012714385986,opencv_speed
2.040364384651184,6.283181190490723,2.3194010257720947,1.7120836496353151,1.8926067650318146,2.374911308288574,101,39.918338775634766,11.175262451171875,0.004809150053188206,3.6458240747451782,12.13338565826416,15.694520473480225,opencv_speed
2.0188297033309937,6.283183574676514,2.2489707469940186,1.6780683040618898,1.8590357899665833,2.3227710127830505,102,38.273033142089844,11.495532989501953,0.00249265804886818,3.5646870136260986,12.6207857131958,16.764315128326416,opencv_speed
2.058079481124878,6.283181190490723,2.226346254348755,1.6112143993377686,1.8611877262592316,2.272482931613922,103,42.77897644042969,11.292905807495117,0.0003027338563697413,4.1020190715789795,12.23448133468628,16.467730045318604,opencv_speed
2.085953712463379,6.2831501960754395,2.2539761066436768,1.5858699917793273,1.8829260170459747,2.2713645100593567,104,36.972755432128906,11.03520393371582,0.00021846809977432713,4.154249787330627,11.758550643920898,16.068279266357422,opencv_speed
2.0778684616088867,6.2831645011901855,2.3303632736206055,1.677632200717926,1.9015814363956451,2.3095681071281433,105,41.09086227416992,10.298068046569824,0.00013280664570629598,3.758349359035492,11.068105220794678,15.238046169281006,opencv_speed
2.055295705795288,6.283184051513672,2.3312764167785645,1.5783483624458312,1.8563176691532135,2.3377795815467834,106,37.44829177856445,10.048039436340332,0.0003614521672716365,3.2427279353141785,10.671791553497314,14.977312803268433,opencv_speed
2.0479360818862915,6.2831854820251465,2.311984062194824,1.6045722365379333,1.8416402637958527,2.2975621223449707,107,36.31355285644531,10.012028694152832,0.0012766517116688202,2.8152979016304016,10.941818714141846,14.788314819335938,opencv_speed
2.0624784231185913,6.2831854820251465,2.29740571975708,1.6488559365272522,1.8362576067447662,2.2868754267692566,108,35.66803741455078,10.207626342773438,0.0008699611586052941,2.6016339659690857,11.040892601013184,15.419408559799194,opencv_speed
2.0414071083068848,6.2831854820251465,2.317837715148926,1.68083872795105,1.8576094508171082,2.297510027885437,109,30.032957077026367,10.078047752380371,0.0010369430179707707,2.3094833493232727,11.034560203552246,15.198800802230835,opencv_speed
2.0447171926498413,6.283173084259033,2.2772748470306396,1.6062879681587219,1.843506097793579,2.382283926010132,110,40.65399169921875,10.154536247253418,0.00018599383038235846,1.840563803911209,10.7488112449646,14.678053379058838,opencv_speed
2.0609796047210693,6.283168792724609,2.3316872119903564,1.6532280206680299,1.85078564286232,2.3912108540534973,111,35.11860275268555,9.595125198364258,0.00010020128247560935,1.6450131833553314,10.108060836791992,14.029685258865356,opencv_speed
2.0083537101745605,6.2831854820251465,2.269092559814453,1.5000218749046326,1.8227554261684418,2.368928074836731,112,34.37967300415039,9.403961181640625,0.0001396400315570645,0.992901936173439,10.284820079803467,14.202388525009155,opencv_speed
1.9842204451560974,6.283182144165039,2.283226728439331,1.5725756287574768,1.7931046783924103,2.3784160017967224,113,37.19280242919922,9.495903015136719,0.0002227984048658982,1.2720926105976105,10.103893756866455,14.674908876419067,opencv_speed
2.0117480754852295,6.283175468444824,2.285531520843506,1.6401254415512085,1.8267705142498016,2.3598676919937134,114,33.666351318359375,9.757610321044922,0.00013885809748899214,1.2449718415737152,10.708995819091797,14.774018287658691,opencv_speed
1.9907534718513489,6.2831854820251465,2.2216854095458984,1.5543226718902587,1.762694239616394,2.3420152068138123,115,35.43233108520508,9.8051176071167,6.205813988344744e-05,1.3916800022125244,10.863742351531982,14.876721620559692,opencv_speed
2.007459878921509,6.283169269561768,2.2584712505340576,1.6128565669059753,1.807529091835022,2.2659534215927124,116,29.98168182373047,8.977992057800293,3.53123337845318e-05,1.2039417624473572,10.091166019439697,13.620805978775024,opencv_speed
2.0095118284225464,6.283167362213135,2.277026653289795,1.516261923313141,1.8054228723049164,2.218679904937744,117,31.42430877685547,9.050646781921387,0.00016073053557192924,1.1245294213294983,10.441596984863281,13.833632469177246,opencv_speed
1.9827418327331543,6.28318452835083,2.2398977279663086,1.52906174659729,1.789693295955658,2.1629346013069153,118,36.5844612121582,9.033002853393555,0.00012584304931806403,0.7973569929599762,10.158976078033447,13.671446800231934,opencv_speed
1.9419171214103699,6.283184051513672,2.2070212364196777,1.5004333853721619,1.736219346523285,2.1439808011054993,119,39.01547622680664,9.27100658416748,4.026807873742659e-05,0.801712304353714,9.918431758880615,14.077155351638794,opencv_speed
1.9573952555656433,6.2831854820251465,2.2391250133514404,1.56596200466156,1.7690237760543823,2.1492574214935303,120,33.31279373168945,8.563446044921875,4.059895327372942e-05,0.7613033205270767,9.531618118286133,13.069925308227539,opencv_speed
1.9615545272827148,6.2831854820251465,2.180310010910034,1.5250765681266785,1.7853521704673767,2.0910366773605347,121,31.67194938659668,8.558611869812012,0.00010267831748933537,1.004345029592514,9.4780592918396,13.071817398071289,opencv_speed
